,st_fips,st_year,st_state,st_stateabb,st_total,st_dem,st_rep,st_repshare,st_demshare,st_income,st_inc10k
244,50,1984,Vermont,VT,235,96,136,0.5862069129943848,0.4137931168079376,18181.673828125,1.8181673288345337
245,51,1984,Virginia,VA,2147,796,1337,0.6268166899681091,0.37318331003189087,21722.873046875,2.1722872257232666
246,53,1984,Washington,WA,1884,807,1052,0.5658956170082092,0.4341043531894684,21236.619140625,2.123661994934082
247,54,1984,West Virginia,WV,736,328,405,0.5525238513946533,0.4474761188030243,15717.181640625,1.5717182159423828
248,55,1984,Wisconsin,WI,2212,996,1199,0.5462414622306824,0.4537585377693176,19918.296875,1.9918296337127686
249,56,1984,Wyoming,WY,189,53,133,0.7150537371635437,0.2849462330341339,20501.197265625,2.050119638442993
250,1,1988,Alabama,AL,1378,550,816,0.5973645448684692,0.4026354253292084,18167.5078125,1.8167507648468018
251,2,1988,Alaska,AK,200,73,119,0.6197916865348816,0.3802083432674408,26402.435546875,2.6402435302734375
252,4,1988,Arizona,AZ,1172,454,703,0.6076058745384216,0.39239412546157837,20725.919921875,2.07259202003479
253,5,1988,Arkansas,AR,828,349,467,0.5723039507865906,0.4276960790157318,17110.455078125,1.711045503616333
254,6,1988,California,CA,9887,4702,5055,0.5180895924568176,0.48191043734550476,25993.939453125,2.599393844604492
255,8,1988,Colorado,CO,1372,621,728,0.5396590232849121,0.4603410065174103,22719.33203125,2.2719333171844482
256,9,1988,Connecticut,CT,1443,677,750,0.5255781412124634,0.4744218587875366,31544.458984375,3.1544458866119385
257,10,1988,Delaware,DE,250,109,140,0.5622490048408508,0.43775099515914917,25207.44921875,2.520745038986206
258,12,1988,Florida,FL,4302,1657,2619,0.612488329410553,0.3875117003917694,23045.599609375,2.3045599460601807
259,13,1988,Georgia,GA,1810,715,1081,0.6018930673599243,0.3981069028377533,20873.13671875,2.087313652038574
260,15,1988,Hawaii,HI,354,192,159,0.45299145579338074,0.5470085740089417,24763.142578125,2.4763143062591553
261,16,1988,Idaho,ID,409,147,254,0.633416473865509,0.36658355593681335,17895.619140625,1.7895618677139282
262,17,1988,Illinois,IL,4559,2216,2311,0.5104926228523254,0.48950740694999695,24686.21875,2.4686219692230225
263,18,1988,Indiana,IN,2169,861,1298,0.6012042760848999,0.3987957239151001,20520.34375,2.052034378051758
264,19,1988,Iowa,IA,1226,671,545,0.4481907784938812,0.5518091917037964,20320.07421875,2.0320074558258057
265,20,1988,Kansas,KS,993,423,554,0.5670419931411743,0.43295803666114807,21585.353515625,2.1585352420806885
266,21,1988,Kentucky,KY,1323,580,734,0.5585997104644775,0.44140028953552246,17989.78515625,1.798978567123413
267,22,1988,Louisiana,LA,1628,717,884,0.5521548986434937,0.44784510135650635,17289.50390625,1.7289503812789917
268,23,1988,Maine,ME,555,244,307,0.5571687817573547,0.44283121824264526,20836.001953125,2.0836002826690674
269,24,1988,Maryland,MD,1714,826,876,0.5146886110305786,0.4853113889694214,27297.681640625,2.7297682762145996
270,25,1988,Massachusetts,MA,2633,1401,1195,0.4603235721588135,0.5396764278411865,28304.333984375,2.8304333686828613
271,26,1988,Michigan,MI,3669,1676,1965,0.539686918258667,0.4603131115436554,22584.05078125,2.2584049701690674
272,27,1988,Minnesota,MN,2097,1109,962,0.46450990438461304,0.535490095615387,23224.6484375,2.322464942932129
273,28,1988,Mississippi,MS,932,364,558,0.6052060723304749,0.39479392766952515,15333.2275390625,1.533322811126709
274,29,1988,Missouri,MO,2094,1002,1085,0.5198850035667419,0.48011499643325806,21228.58203125,2.1228582859039307
275,30,1988,Montana,MT,366,169,190,0.5292479395866394,0.470752090215683,17634.33984375,1.7634339332580566
276,31,1988,Nebraska,NE,661,259,398,0.6057838797569275,0.3942161202430725,21179.509765625,2.117950916290283
277,32,1988,Nevada,NV,350,133,206,0.6076695919036865,0.3923303782939911,24096.01953125,2.409601926803589
278,33,1988,New Hampshire,NH,451,164,282,0.6322869658470154,0.36771300435066223,25946.193359375,2.5946192741394043
279,34,1988,New Jersey,NJ,3100,1320,1743,0.5690499544143677,0.4309500455856323,29162.443359375,2.9162442684173584
280,35,1988,New Mexico,NM,521,244,270,0.5252918004989624,0.4747081696987152,17634.33984375,1.7634339332580566
281,36,1988,New York,NY,6486,3348,3082,0.47931569814682007,0.5206843018531799,27556.30859375,2.7556309700012207
282,37,1988,North Carolina,NC,2134,890,1237,0.5815702676773071,0.4184297025203705,20422.19921875,2.042219877243042
283,38,1988,North Dakota,ND,297,128,167,0.5661016702651978,0.43389829993247986,16884.986328125,1.688498616218567
284,39,1988,Ohio,OH,4394,1940,2417,0.5547394752502441,0.44526049494743347,22061.4921875,2.206149101257324
285,40,1988,Oklahoma,OK,1171,483,678,0.5839793086051941,0.4160206615924835,18854.525390625,1.8854525089263916
286,41,1988,Oregon,OR,1202,616,560,0.4761904776096344,0.523809552192688,21020.35546875,2.1020355224609375
287,42,1988,Pennsylvania,PA,4536,2195,2300,0.5116796493530273,0.48832035064697266,22802.888671875,2.2802889347076416
288,44,1988,Rhode Island,RI,405,225,178,0.44168734550476074,0.5583126544952393,23932.88671875,2.3932886123657227
289,45,1988,South Carolina,SC,986,371,606,0.6202661395072937,0.3797338902950287,18467.248046875,1.8467247486114502
290,46,1988,South Dakota,SD,313,146,165,0.5305466055870056,0.469453364610672,18192.70703125,1.8192707300186157
291,47,1988,Tennessee,TN,1636,680,947,0.5820528864860535,0.4179471433162689,19703.349609375,1.9703350067138672
292,48,1988,Texas,TX,5427,2353,3037,0.563450813293457,0.4365491569042206,20325.37890625,2.0325379371643066
293,49,1988,Utah,UT,647,207,428,0.6740157604217529,0.32598423957824707,17496.40625,1.7496405839920044
294,50,1988,Vermont,VT,243,116,124,0.5166666507720947,0.4833333194255829,21210.015625,2.1210014820098877
295,51,1988,Virginia,VA,2192,860,1309,0.603503942489624,0.39649608731269836,24554.916015625,2.455491542816162
296,53,1988,Washington,WA,1865,934,904,0.4918389618396759,0.5081610679626465,22767.078125,2.276707887649536
297,54,1988,West Virginia,WV,653,341,310,0.4761904776096344,0.523809552192688,16610.443359375,1.6610443592071533
298,55,1988,Wisconsin,WI,2192,1127,1047,0.48160073161125183,0.5183992385864258,21296.22265625,2.129622220993042
299,56,1988,Wyoming,WY,177,67,107,0.6149425506591797,0.3850574791431427,19785.580078125,1.97855806350708
300,1,1992,Alabama,AL,1688,690,804,0.5381526350975037,0.4618473947048187,19377.09375,1.9377093315124512
301,2,1992,Alaska,AK,259,78,102,0.5666666626930237,0.4333333373069763,26600.30859375,2.6600308418273926
302,4,1992,Arizona,AZ,1487,543,572,0.51300448179245,0.48699551820755005,19880.3359375,1.988033652305603
303,5,1992,Arkansas,AR,951,506,337,0.39976274967193604,0.600237250328064,18126.814453125,1.8126814365386963
304,6,1992,California,CA,11132,5121,3631,0.4148766100406647,0.5851234197616577,25153.205078125,2.5153205394744873
305,8,1992,Colorado,CO,1569,630,563,0.47191953659057617,0.5280804634094238,23606.572265625,2.360657215118408
306,9,1992,Connecticut,CT,1616,682,578,0.45873016119003296,0.541269838809967,31717.73046875,3.1717729568481445
307,10,1992,Delaware,DE,290,126,102,0.44736841320991516,0.5526315569877625,25352.265625,2.535226583480835
308,12,1992,Florida,FL,5314,2073,2173,0.51177579164505,0.48822420835494995,22832.6953125,2.2832696437835693
309,13,1992,Georgia,GA,2321,1009,995,0.4965069890022278,0.5034930109977722,21331.9140625,2.1331913471221924
310,15,1992,Hawaii,HI,373,179,137,0.4335443079471588,0.5664557218551636,26939.158203125,2.693915843963623
311,16,1992,Idaho,ID,482,137,203,0.5970588326454163,0.40294116735458374,19115.408203125,1.9115408658981323
312,17,1992,Illinois,IL,5050,2453,1734,0.4141390025615692,0.5858610272407532,25218.068359375,2.5218067169189453
313,18,1992,Indiana,IN,2306,848,989,0.5383777618408203,0.4616222083568573,21289.41796875,2.128941774368286
314,19,1992,Iowa,IA,1355,586,505,0.46287810802459717,0.5371218919754028,21062.3984375,2.1062397956848145
315,20,1992,Kansas,KS,1157,390,450,0.5357142686843872,0.4642857015132904,22021.916015625,2.2021915912628174
316,21,1992,Kentucky,KY,1493,665,617,0.48127925395965576,0.5187207460403442,19207.109375,1.9207109212875366
317,22,1992,Louisiana,LA,1790,816,733,0.4732085168361664,0.5267914533615112,18755.30859375,1.8755308389663696
318,23,1992,Maine,ME,679,263,207,0.4404255449771881,0.5595744848251343,20412.65625,2.0412657260894775
319,24,1992,Maryland,MD,1985,989,707,0.41686320304870605,0.583136796951294,26995.07421875,2.699507474899292
320,25,1992,Massachusetts,MA,2774,1319,805,0.3790018856525421,0.6209981441497803,27441.283203125,2.7441282272338867
321,26,1992,Michigan,MI,4275,1871,1555,0.4538820683956146,0.546117901802063,22744.349609375,2.274435043334961
322,27,1992,Minnesota,MN,2348,1021,748,0.4228377640247345,0.5771622657775879,23980.08984375,2.3980090618133545
323,28,1992,Mississippi,MS,982,400,488,0.5495495200157166,0.45045045018196106,16281.58984375,1.6281589269638062
324,29,1992,Missouri,MO,2392,1054,811,0.4348525404930115,0.5651474595069885,21638.33203125,2.1638331413269043
325,30,1992,Montana,MT,411,155,144,0.4816053509712219,0.5183946490287781,18862.66796875,1.886266827583313
326,31,1992,Nebraska,NE,738,217,344,0.6131907105445862,0.38680925965309143,21638.33203125,2.1638331413269043
327,32,1992,Nevada,NV,506,189,176,0.4821917712688446,0.517808198928833,24696.931640625,2.469693183898926
328,33,1992,New Hampshire,NH,538,209,202,0.4914841949939728,0.5085158348083496,24605.23046875,2.4605231285095215
329,34,1992,New Jersey,NJ,3344,1436,1357,0.4858574867248535,0.5141425132751465,29503.462890625,2.9503462314605713
330,35,1992,New Mexico,NM,570,262,213,0.44842106103897095,0.551578938961029,18198.38671875,1.8198386430740356
331,36,1992,New York,NY,6927,3444,2347,0.40528404712677,0.59471595287323,27809.2109375,2.78092098236084
332,37,1992,North Carolina,NC,2612,1114,1135,0.5046687126159668,0.4953312575817108,21071.345703125,2.1071345806121826
333,38,1992,North Dakota,ND,308,99,136,0.5787234306335449,0.42127659916877747,19759.55859375,1.975955843925476
334,39,1992,Ohio,OH,4940,1985,1894,0.4882701635360718,0.5117298364639282,22435.693359375,2.2435693740844727
335,40,1992,Oklahoma,OK,1390,473,593,0.5562852025032043,0.44371482729911804,19431.890625,1.943189024925232
336,41,1992,Oregon,OR,1463,621,476,0.43391066789627075,0.5660893321037292,21510.84375,2.1510844230651855
337,42,1992,Pennsylvania,PA,4960,2239,1792,0.4445546865463257,0.5554453134536743,23747.48046875,2.3747479915618896
338,44,1992,Rhode Island,RI,453,213,132,0.38260868191719055,0.6173912882804871,23335.939453125,2.3335938453674316
339,45,1992,South Carolina,SC,1203,480,578,0.5463138222694397,0.4536862075328827,18958.84375,1.895884394645691
340,46,1992,South Dakota,SD,336,125,137,0.5229007601737976,0.4770992398262024,19904.939453125,1.990493893623352
341,47,1992,Tennessee,TN,1983,934,841,0.4738028049468994,0.5261971950531006,20774.990234375,2.0774989128112793
342,48,1992,Texas,TX,6154,2282,2496,0.5223942995071411,0.4776057004928589,21154.1015625,2.115410089492798
343,49,1992,Utah,UT,744,183,323,0.6383399367332458,0.36166009306907654,18021.693359375,1.8021693229675293
344,50,1992,Vermont,VT,290,134,88,0.3963963985443115,0.6036036014556885,21320.73046875,2.132073163986206
345,51,1992,Virginia,VA,2559,1039,1151,0.5255707502365112,0.4744292199611664,24391.630859375,2.4391629695892334
346,53,1992,Washington,WA,2288,993,731,0.4240139126777649,0.5759860873222351,24277.5625,2.4277563095092773
347,54,1992,West Virginia,WV,684,331,242,0.4223385751247406,0.5776614546775818,18018.337890625,1.8018337488174438
348,55,1992,Wisconsin,WI,2531,1041,931,0.47210952639579773,0.5278904438018799,22011.849609375,2.2011849880218506
349,56,1992,Wyoming,WY,201,68,79,0.5374149680137634,0.4625850319862366,21634.9765625,2.1634976863861084
350,1,1996,Alabama,AL,1534,662,769,0.537386417388916,0.4626135528087616,20081.0,2.0081000328063965
351,2,1996,Alaska,AK,242,80,123,0.6059113144874573,0.39408865571022034,25805.001953125,2.5805001258850098
352,4,1996,Arizona,AZ,1404,653,622,0.4878431260585785,0.5121568441390991,20823.0,2.0822999477386475
353,5,1996,Arkansas,AR,884,475,325,0.40625,0.59375,18926.0,1.8926000595092773
354,6,1996,California,CA,10019,5120,3828,0.427805095911026,0.5721948742866516,25312.001953125,2.5312001705169678
355,8,1996,Colorado,CO,1511,671,692,0.5077036023139954,0.49229639768600464,25570.001953125,2.557000160217285
356,9,1996,Connecticut,CT,1393,736,483,0.3962264060974121,0.6037735939025879,32424.001953125,3.2424001693725586
357,10,1996,Delaware,DE,271,140,99,0.4142259359359741,0.5857740640640259,25727.001953125,2.572700262069702
358,12,1996,Florida,FL,5304,2547,2245,0.4684891402721405,0.5315108299255371,23655.0,2.365499973297119
359,13,1996,Georgia,GA,2299,1054,1081,0.5063231587409973,0.4936768114566803,22945.0,2.2945001125335693
360,15,1996,Hawaii,HI,360,205,114,0.35736677050590515,0.6426331996917725,25024.0,2.5023999214172363
361,16,1996,Idaho,ID,492,165,257,0.6090047359466553,0.3909952640533447,20248.0,2.0248000621795654
362,17,1996,Illinois,IL,4311,2342,1587,0.4039195775985718,0.5960804224014282,26449.001953125,2.64490008354187
363,18,1996,Indiana,IN,2136,887,1007,0.5316789746284485,0.4683210253715515,22368.0,2.236799955368042
364,19,1996,Iowa,IA,1234,620,493,0.44294700026512146,0.5570530295372009,22521.0,2.2520999908447266
365,20,1996,Kansas,KS,1074,388,583,0.6004119515419006,0.39958804845809937,22845.0,2.2844998836517334
366,21,1996,Kentucky,KY,1389,637,623,0.49444442987442017,0.5055555701255798,19854.0,1.9853999614715576
367,22,1996,Louisiana,LA,1784,928,713,0.4344911575317383,0.5655088424682617,19786.0,1.978600025177002
368,23,1996,Maine,ME,606,313,186,0.37274548411369324,0.6272544860839844,21203.0,2.120300054550171
369,24,1996,Maryland,MD,1781,966,682,0.41383495926856995,0.5861650705337524,27393.001953125,2.73930025100708
370,25,1996,Massachusetts,MA,2557,1572,718,0.3135371208190918,0.6864628791809082,28933.001953125,2.8933002948760986
371,26,1996,Michigan,MI,3849,1990,1481,0.4266781806945801,0.5733218193054199,24306.0,2.4305999279022217
372,27,1996,Minnesota,MN,2193,1120,766,0.40615057945251465,0.5938494205474854,25716.001953125,2.5716001987457275
373,28,1996,Mississippi,MS,894,394,440,0.5275779366493225,0.4724220633506775,17702.0,1.7702000141143799
374,29,1996,Missouri,MO,2158,1026,890,0.46450939774513245,0.5354906320571899,22548.0,2.2548000812530518
375,30,1996,Montana,MT,407,168,180,0.517241358757019,0.48275861144065857,19047.0,1.9047000408172607
376,31,1996,Nebraska,NE,677,237,363,0.6050000190734863,0.39500001072883606,23530.0,2.3529999256134033
377,32,1996,Nevada,NV,464,204,199,0.49379652738571167,0.5062034726142883,26085.001953125,2.6085002422332764
378,33,1996,New Hampshire,NH,499,246,196,0.44343891739845276,0.5565611124038696,26427.001953125,2.6427001953125
379,34,1996,New Jersey,NJ,3076,1652,1103,0.4003629684448242,0.5996370315551758,30470.001953125,3.0470001697540283
380,35,1996,New Mexico,NM,556,273,233,0.46047431230545044,0.5395256876945496,19029.0,1.902899980545044
381,36,1996,New York,NY,6316,3756,1933,0.33977851271629333,0.6602214574813843,28424.001953125,2.842400312423706
382,37,1996,North Carolina,NC,2516,1108,1226,0.5252785086631775,0.4747215211391449,22320.0,2.2320001125335693
383,38,1996,North Dakota,ND,266,107,125,0.5387930870056152,0.4612068831920624,21068.0,2.106800079345703
384,39,1996,Ohio,OH,4534,2148,1860,0.4640718698501587,0.5359281301498413,23322.0,2.332200050354004
385,40,1996,Oklahoma,OK,1207,488,582,0.5439252257347107,0.4560747742652893,19743.0,1.9743000268936157
386,41,1996,Oregon,OR,1378,650,538,0.4528619647026062,0.5471380352973938,23398.0,2.3397998809814453
387,42,1996,Pennsylvania,PA,4506,2216,1801,0.44834452867507935,0.5516554713249207,24344.0,2.4344000816345215
388,44,1996,Rhode Island,RI,390,233,105,0.31065088510513306,0.6893491148948669,24106.0,2.410599946975708
389,45,1996,South Carolina,SC,1152,506,573,0.5310472846031189,0.4689527451992035,20058.0,2.0058000087738037
390,46,1996,South Dakota,SD,324,139,151,0.5206896662712097,0.4793103337287903,21488.0,2.1487998962402344
391,47,1996,Tennessee,TN,1894,909,864,0.48730963468551636,0.5126903653144836,21854.0,2.1854000091552734
392,48,1996,Texas,TX,5612,2460,2736,0.5265588760375977,0.47344109416007996,22120.0,2.2119998931884766
393,49,1996,Utah,UT,666,222,362,0.6198630332946777,0.38013699650764465,19529.0,1.9529000520706177
394,50,1996,Vermont,VT,258,138,80,0.3669724762439728,0.6330274939537048,21964.0,2.1963999271392822
395,51,1996,Virginia,VA,2417,1091,1138,0.5105428695678711,0.4894571602344513,25034.0,2.5034000873565674
396,53,1996,Washington,WA,2254,1123,841,0.42820772528648376,0.5717922449111938,25073.0,2.5072999000549316
397,54,1996,West Virginia,WV,636,328,234,0.41637009382247925,0.5836299061775208,18445.0,1.844499945640564
398,55,1996,Wisconsin,WI,2196,1072,845,0.44079291820526123,0.5592070817947388,23273.0,2.3273000717163086
399,56,1996,Wyoming,WY,212,78,105,0.5737704634666443,0.4262295067310333,21875.0,2.1875
400,1,2000,Alabama,AL,1666,693,941,0.5758873820304871,0.42411261796951294,21656.208984375,2.165620803833008
401,2,2000,Alaska,AK,286,79,167,0.6788617968559265,0.3211382031440735,27209.66796875,2.7209668159484863
402,4,2000,Arizona,AZ,1532,685,782,0.5330606698989868,0.4669393301010132,23381.015625,2.338101625442505
403,5,2000,Arkansas,AR,922,423,473,0.5279017686843872,0.4720982015132904,19977.87109375,1.9977871179580688
404,6,2000,California,CA,10966,5861,4567,0.43795549869537354,0.5620445013046265,29581.390625,2.958139181137085
405,8,2000,Colorado,CO,1741,738,884,0.5450061559677124,0.4549938440322876,30405.98046875,3.040598154067993
406,9,2000,Connecticut,CT,1460,816,561,0.40740740299224854,0.5925925970077515,37808.1640625,3.7808163166046143
407,10,2000,Delaware,DE,328,180,137,0.4321766495704651,0.5678233504295349,28128.107421875,2.8128106594085693
408,12,2000,Florida,FL,5963,2912,2913,0.5000858306884766,0.49991416931152344,25977.79296875,2.5977792739868164
409,13,2000,Georgia,GA,2597,1116,1420,0.5599368810653687,0.44006308913230896,25502.173828125,2.550217390060425
410,15,2000,Hawaii,HI,368,205,138,0.4023323655128479,0.5976676344871521,25892.14453125,2.589214563369751
411,16,2000,Idaho,ID,502,139,337,0.7079831957817078,0.29201680421829224,21936.84375,2.1936843395233154
412,17,2000,Illinois,IL,4742,2589,2019,0.4381510317325592,0.5618489384651184,29327.1796875,2.93271803855896
413,18,2000,Indiana,IN,2199,902,1246,0.5800744891166687,0.4199255108833313,24723.140625,2.4723141193389893
414,19,2000,Iowa,IA,1316,639,634,0.49803614616394043,0.5019638538360596,24194.673828125,2.4194674491882324
415,20,2000,Kansas,KS,1072,399,622,0.6092066764831543,0.3907933533191681,25233.3828125,2.5233383178710938
416,21,2000,Kentucky,KY,1544,639,872,0.5771012306213379,0.4228987395763397,22244.8125,2.2244813442230225
417,22,2000,Louisiana,LA,1766,792,928,0.539534866809845,0.46046510338783264,21029.337890625,2.102933883666992
418,23,2000,Maine,ME,652,320,287,0.4728171229362488,0.5271828770637512,23664.3828125,2.366438388824463
419,24,2000,Maryland,MD,2020,1141,814,0.4163682758808136,0.583631694316864,31213.259765625,3.121325969696045
420,25,2000,Massachusetts,MA,2703,1616,879,0.352304607629776,0.6476953625679016,34401.375,3.4401373863220215
421,26,2000,Michigan,MI,4233,2170,1953,0.4736842215061188,0.5263158082962036,26927.2109375,2.692721128463745
422,27,2000,Minnesota,MN,2439,1168,1110,0.4872695207595825,0.5127304792404175,29173.1953125,2.9173195362091064
423,28,2000,Mississippi,MS,994,405,573,0.5858895778656006,0.4141104221343994,19140.525390625,1.9140524864196777
424,29,2000,Missouri,MO,2360,1111,1190,0.5171664357185364,0.4828335642814636,24822.455078125,2.482245445251465
425,30,2000,Montana,MT,411,137,240,0.6366047859191895,0.36339521408081055,20894.48828125,2.089448928833008
426,31,2000,Nebraska,NE,697,232,434,0.6516516804695129,0.34834834933280945,25172.3359375,2.5172336101531982
427,32,2000,Nevada,NV,609,280,302,0.5189003348350525,0.4810996651649475,27733.578125,2.77335786819458
428,33,2000,New Hampshire,NH,569,266,274,0.5074074268341064,0.49259260296821594,30430.58203125,3.043058156967163
429,34,2000,New Jersey,NJ,3187,1789,1284,0.41783273220062256,0.5821672677993774,34962.640625,3.4962639808654785
430,35,2000,New Mexico,NM,599,287,286,0.4991273880004883,0.5008726119995117,20167.390625,2.0167391300201416
431,36,2000,New York,NY,6822,4108,2403,0.3690677285194397,0.6309322714805603,31799.12890625,3.179912805557251
432,37,2000,North Carolina,NC,2911,1258,1631,0.5645552277565002,0.43544480204582214,24665.73828125,2.466573715209961
433,38,2000,North Dakota,ND,288,95,175,0.6481481194496155,0.35185185074806213,22878.060546875,2.2878060340881348
434,39,2000,Ohio,OH,4702,2184,2350,0.5183061361312866,0.4816938638687134,25701.71484375,2.570171594619751
435,40,2000,Oklahoma,OK,1234,474,744,0.610837459564209,0.3891625702381134,22241.16796875,2.224116802215576
436,41,2000,Oregon,OR,1534,720,714,0.49790793657302856,0.5020920634269714,25603.310546875,2.560331106185913
437,42,2000,Pennsylvania,PA,4913,2486,2281,0.47849801182746887,0.5215020179748535,27058.416015625,2.705841541290283
438,44,2000,Rhode Island,RI,409,250,131,0.34383201599121094,0.6561679840087891,26620.154296875,2.662015438079834
439,45,2000,South Carolina,SC,1383,566,786,0.581360936164856,0.41863906383514404,22255.74609375,2.225574493408203
440,46,2000,South Dakota,SD,316,119,191,0.6161290407180786,0.3838709592819214,23436.595703125,2.3436596393585205
441,47,2000,Tennessee,TN,2076,982,1062,0.519569456577301,0.4804305136203766,23780.099609375,2.3780100345611572
442,48,2000,Texas,TX,6408,2434,3800,0.609560489654541,0.390439510345459,25797.384765625,2.5797383785247803
443,49,2000,Utah,UT,771,203,515,0.7172701954841614,0.2827298045158386,21756.435546875,2.1756434440612793
444,50,2000,Vermont,VT,294,149,120,0.44609665870666504,0.553903341293335,25220.626953125,2.5220627784729004
445,51,2000,Virginia,VA,2739,1217,1437,0.54144686460495,0.45855313539505005,28322.181640625,2.8322181701660156
446,53,2000,Washington,WA,2487,1248,1109,0.47051337361335754,0.5294866561889648,28956.341796875,2.895634174346924
447,54,2000,West Virginia,WV,648,295,336,0.5324881076812744,0.4675118923187256,19955.091796875,1.995509147644043
448,55,2000,Wisconsin,WI,2599,1243,1237,0.49879032373428345,0.5012096762657166,26034.28515625,2.603428602218628
449,56,2000,Wyoming,WY,218,60,148,0.7115384340286255,0.2884615361690521,25934.05859375,2.5934059619903564
